Date,Open,High,Low,Close,Adj Close,Volume
2022-06-27,461.7300109863281,467.0899963378906,459.92999267578125,464.1499938964844,464.1499938964844,181400
2022-06-28,464.8900146484375,468.989990234375,449.5899963378906,450.6499938964844,450.6499938964844,311500
2022-06-29,452.44000244140625,454.6000061035156,447.2900085449219,453.95001220703125,453.95001220703125,211300
2022-06-30,449.6499938964844,458.20001220703125,446.6600036621094,454.42999267578125,454.42999267578125,312500
2022-07-01,455.3299865722656,463.69000244140625,451.0799865722656,461.30999755859375,461.30999755859375,281100
2022-07-05,454.8900146484375,456.6700134277344,446.7200012207031,455.1700134277344,455.1700134277344,357800
2022-07-06,457.1199951171875,472.9700012207031,457.1199951171875,470.1199951171875,470.1199951171875,421700
2022-07-07,470.9599914550781,474.2099914550781,467.3599853515625,473.82000732421875,473.82000732421875,265500
2022-07-08,474.2200012207031,477.44000244140625,468.7099914550781,475.1300048828125,475.1300048828125,213500
2022-07-11,472.54998779296875,478.9100036621094,472.54998779296875,477.7099914550781,477.7099914550781,248600
2022-07-12,474.44000244140625,483.010009765625,472.3599853515625,474.1700134277344,474.1700134277344,314200
2022-07-13,464.6499938964844,464.6499938964844,453.8699951171875,454.3500061035156,454.3500061035156,635300
2022-07-14,445.8999938964844,457.2300109863281,441.6300048828125,456.3500061035156,456.3500061035156,336600
2022-07-15,462.9700012207031,463.55999755859375,455.6300048828125,457.3999938964844,457.3999938964844,314300
2022-07-18,458.6700134277344,461.6600036621094,452.4599914550781,453.260009765625,453.260009765625,358500
2022-07-19,458.94000244140625,467.6199951171875,456.6199951171875,465.92999267578125,465.92999267578125,292900
2022-07-20,466.80999755859375,472.0299987792969,462.6199951171875,471.45001220703125,471.45001220703125,212400
2022-07-21,470.25,473.45001220703125,466.44000244140625,473.32000732421875,473.32000732421875,258700
2022-07-22,475.8900146484375,478.95001220703125,471.010009765625,473.8800048828125,473.8800048828125,220200
2022-07-25,473.3999938964844,482.4800109863281,471.6499938964844,482.1199951171875,482.1199951171875,214100
2022-07-26,479.9100036621094,480.5400085449219,473.6700134277344,479.57000732421875,479.57000732421875,272200
2022-07-27,478.6199951171875,489.739990234375,472.989990234375,487.6099853515625,487.6099853515625,390700
2022-07-28,491.20001220703125,502.9200134277344,488.94000244140625,501.8800048828125,501.8800048828125,480000
2022-07-29,520.0,544.8200073242188,519.1099853515625,543.530029296875,543.530029296875,773700
2022-08-01,540.989990234375,553.530029296875,535.5,549.5999755859375,549.5999755859375,450400
2022-08-02,550.0,550.0499877929688,539.2899780273438,540.25,540.25,376400
2022-08-03,541.0,545.5700073242188,535.0900268554688,543.02001953125,543.02001953125,318600
2022-08-04,544.6599731445312,547.0900268554688,541.010009765625,543.3400268554688,543.3400268554688,202600
2022-08-05,537.0999755859375,556.4400024414062,537.0999755859375,556.02001953125,556.02001953125,327700
2022-08-08,559.9500122070312,564.030029296875,557.8200073242188,562.2899780273438,562.2899780273438,260700
2022-08-09,560.0,566.2999877929688,557.2999877929688,557.969970703125,557.969970703125,238900
2022-08-10,567.1500244140625,569.75,563.47998046875,564.969970703125,564.969970703125,241800
2022-08-11,567.510009765625,571.8300170898438,565.6500244140625,566.3599853515625,566.3599853515625,206200
2022-08-12,567.0,580.260009765625,567.0,579.8800048828125,579.8800048828125,209200
2022-08-15,574.3400268554688,588.4299926757812,573.5700073242188,582.7999877929688,582.7999877929688,257800
2022-08-16,580.1300048828125,588.6199951171875,580.1300048828125,584.1900024414062,584.1900024414062,200300
2022-08-17,579.6300048828125,587.3599853515625,578.1099853515625,583.6799926757812,583.6799926757812,252300
2022-08-18,585.97998046875,588.3599853515625,582.6199951171875,585.5700073242188,585.5700073242188,215500
2022-08-19,584.0900268554688,584.5800170898438,579.1099853515625,583.9099731445312,583.9099731445312,183600
2022-08-22,577.72998046875,580.4600219726562,571.6199951171875,572.4500122070312,572.4500122070312,210200
2022-08-23,571.1799926757812,579.6599731445312,571.1799926757812,576.739990234375,576.739990234375,202700
2022-08-24,577.969970703125,579.280029296875,574.1900024414062,579.0399780273438,579.0399780273438,207000
2022-08-25,579.97998046875,584.260009765625,576.72998046875,583.280029296875,583.280029296875,184600
2022-08-26,582.6799926757812,584.3599853515625,565.9099731445312,566.239990234375,566.239990234375,233600
2022-08-29,560.1599731445312,569.2100219726562,558.6699829101562,565.4500122070312,565.4500122070312,200900
2022-08-30,562.3200073242188,562.760009765625,550.1400146484375,556.3900146484375,556.3900146484375,328600
2022-08-31,555.8099975585938,560.4600219726562,552.5900268554688,554.9400024414062,554.9400024414062,367100
2022-09-01,552.1199951171875,558.9400024414062,550.9000244140625,557.0499877929688,557.0499877929688,292700
2022-09-02,560.2000122070312,565.8200073242188,552.52001953125,555.3099975585938,555.3099975585938,196000
2022-09-06,555.8200073242188,562.3599853515625,552.219970703125,561.4000244140625,561.4000244140625,336900
2022-09-07,562.6799926757812,575.489990234375,559.2100219726562,573.780029296875,573.780029296875,290300
2022-09-08,571.8400268554688,573.5800170898438,565.6900024414062,570.7899780273438,570.7899780273438,210300
2022-09-09,576.6599731445312,577.0800170898438,570.4500122070312,572.739990234375,572.739990234375,273000
2022-09-12,573.219970703125,573.5499877929688,563.8599853515625,568.0999755859375,568.0999755859375,295600
