Date,Open,High,Low,Close,Adj Close,Volume
2022-06-27,1349.1500244140625,1350.6199951171875,1320.3701171875,1331.7099609375,1331.7099609375,199623
2022-06-28,1331.8499755859375,1346.1700439453125,1287.5,1288.8699951171875,1288.8699951171875,180351
2022-06-29,1292.0,1296.905029296875,1276.989990234375,1288.199951171875,1288.199951171875,161597
2022-06-30,1282.280029296875,1321.81005859375,1270.030029296875,1307.260009765625,1307.260009765625,260946
2022-07-01,1302.0799560546875,1317.8050537109375,1290.56005859375,1306.800048828125,1306.800048828125,177688
2022-07-05,1284.4300537109375,1372.93505859375,1270.489990234375,1362.7099609375,1362.7099609375,288357
2022-07-06,1360.780029296875,1369.4925537109375,1329.949951171875,1342.3299560546875,1342.3299560546875,166872
2022-07-07,1344.6199951171875,1368.6199951171875,1337.949951171875,1351.239990234375,1351.239990234375,154004
2022-07-08,1343.6300048828125,1352.5,1328.6099853515625,1339.280029296875,1339.280029296875,154231
2022-07-11,1322.1099853515625,1328.9288330078125,1288.9000244140625,1290.0899658203125,1290.0899658203125,201978
2022-07-12,1290.0,1303.0,1256.3299560546875,1261.4599609375,1261.4599609375,203148
2022-07-13,1236.5400390625,1285.1300048828125,1233.6099853515625,1275.5699462890625,1275.5699462890625,233769
2022-07-14,1265.0,1269.614990234375,1236.030029296875,1265.8399658203125,1265.8399658203125,158393
2022-07-15,1285.4100341796875,1306.780029296875,1277.0,1299.989990234375,1299.989990234375,207715
2022-07-18,1315.0,1354.2049560546875,1312.0,1319.1600341796875,1319.1600341796875,254682
2022-07-19,1335.5699462890625,1347.8199462890625,1329.8399658203125,1342.530029296875,1342.530029296875,162007
2022-07-20,1343.0,1379.6199951171875,1343.0,1374.8800048828125,1374.8800048828125,253227
2022-07-21,1344.719970703125,1372.1199951171875,1329.6199951171875,1368.0400390625,1368.0400390625,317803
2022-07-22,1375.25,1385.0,1335.550048828125,1347.3299560546875,1347.3299560546875,193820
2022-07-25,1354.22998046875,1354.22998046875,1313.0150146484375,1328.8699951171875,1328.8699951171875,329873
2022-07-26,1318.1600341796875,1327.0999755859375,1291.6300048828125,1316.4300537109375,1316.4300537109375,503003
2022-07-27,1433.75,1529.489990234375,1433.43994140625,1510.0,1510.0,1432577
2022-07-28,1508.8499755859375,1548.6800537109375,1491.0,1538.8800048828125,1538.8800048828125,414761
2022-07-29,1543.8800048828125,1574.469970703125,1532.300048828125,1564.219970703125,1564.219970703125,309817
2022-08-01,1558.6099853515625,1579.929931640625,1549.094970703125,1557.3800048828125,1557.3800048828125,213071
2022-08-02,1549.0999755859375,1576.949951171875,1546.030029296875,1549.8499755859375,1549.8499755859375,137092
2022-08-03,1561.18994140625,1598.800048828125,1550.0999755859375,1585.030029296875,1585.030029296875,214721
2022-08-04,1584.93994140625,1599.0,1576.8399658203125,1584.3299560546875,1584.3299560546875,203060
